CustomerID,recency,frequency,monetary,R-Score,F-Score,M-Score,RFM_Score,Segment,Cluster,Cluster_Name,Churn_Risk
13830,582,1,156.85000000000002,1,1,1,3,Lost,0,Churned,0.7872628726287263
13831,16,18,6585.54,5,5,5,15,Champions,1,Active Regular,0.02032520325203252
13832,19,2,609.89,5,2,3,10,Loyal,1,Active Regular,0.024390243902439025
13833,159,2,700.41,3,2,3,8,At Risk,1,Active Regular,0.2140921409214092
13834,577,2,324.19,1,2,2,5,Lost,0,Churned,0.7804878048780488
13835,25,7,1095.27,4,4,3,11,Loyal,1,Active Regular,0.032520325203252036
13836,399,2,620.37,2,2,3,7,At Risk,0,Churned,0.5392953929539296
13837,212,2,266.59000000000003,2,2,1,5,Lost,1,Active Regular,0.2859078590785908
13838,6,10,1690.07,5,5,4,14,Champions,1,Active Regular,0.006775067750677507
13839,486,1,139.95000000000002,1,1,1,3,Lost,0,Churned,0.6571815718157181
13840,416,1,651.4,1,1,3,5,Lost,0,Churned,0.5623306233062331
13841,253,1,85.0,2,1,1,4,Lost,0,Churned,0.34146341463414637
13842,59,18,5319.34,4,5,5,14,Champions,1,Active Regular,0.07859078590785908
13843,381,1,319.75,2,1,2,5,Lost,0,Churned,0.5149051490514905
13844,11,1,361.62,5,1,2,8,At Risk,1,Active Regular,0.013550135501355014
13845,65,1,312.98,3,1,2,6,At Risk,1,Active Regular,0.08672086720867209
13846,25,4,1307.79,4,3,4,11,Loyal,1,Active Regular,0.032520325203252036
13847,720,1,310.72,1,1,2,4,Lost,0,Churned,0.9742547425474255
13848,92,8,3015.0,3,4,5,12,Champions,1,Active Regular,0.12330623306233063
13849,52,5,3469.3,4,4,5,13,Champions,1,Active Regular,0.06910569105691057
13850,129,1,1595.48,3,1,4,8,At Risk,1,Active Regular,0.17344173441734417
13851,96,8,4606.46,3,4,5,12,Champions,1,Active Regular,0.12872628726287264
13852,611,1,187.35000000000002,1,1,1,3,Lost,0,Churned,0.8265582655826558
13853,57,1,1090.1399999999999,4,1,3,8,At Risk,1,Active Regular,0.07588075880758807
13854,9,39,11944.56,5,5,5,15,Champions,2,High Value,0.01084010840108401
13855,501,4,1310.3400000000001,1,3,4,8,At Risk,0,Churned,0.6775067750677507
13856,169,11,1142.03,3,5,3,11,Loyal,1,Active Regular,0.22764227642276422
13857,393,6,1001.01,2,4,3,9,Loyal,0,Churned,0.5311653116531165
13858,57,1,216.17000000000002,4,1,1,6,At Risk,1,Active Regular,0.07588075880758807
13859,326,2,515.86,2,2,2,6,At Risk,0,Churned,0.44037940379403795
13860,1,5,1245.9,5,4,4,13,Champions,1,Active Regular,0.0
13861,429,2,273.26,1,2,1,4,Lost,0,Churned,0.5799457994579946
13862,18,9,2556.09,5,5,4,14,Champions,1,Active Regular,0.023035230352303523
13863,248,4,1239.55,2,3,4,9,Loyal,1,Active Regular,0.3346883468834688
13864,387,1,662.4000000000001,2,1,3,6,At Risk,0,Churned,0.5230352303523035
13865,58,4,501.56,4,3,2,9,Loyal,1,Active Regular,0.07723577235772358
13866,74,1,145.67,3,1,1,5,Lost,1,Active Regular,0.0989159891598916
13867,31,3,1005.09,4,3,3,10,Loyal,1,Active Regular,0.04065040650406504
13868,7,2,3192.54,5,2,5,12,Champions,1,Active Regular,0.008130081300813009
13869,123,10,7996.87,3,5,5,13,Champions,1,Active Regular,0.16531165311653118
13870,2,15,5712.08,5,5,5,15,Champions,1,Active Regular,0.0013550135501355014
13871,23,17,7885.85,4,5,5,14,Champions,1,Active Regular,0.02981029810298103
13872,527,3,919.57,1,3,3,7,At Risk,0,Churned,0.7127371273712737
13873,120,8,1038.92,3,4,3,10,Loyal,1,Active Regular,0.16124661246612465
13874,358,7,2049.15,2,4,4,10,Loyal,0,Churned,0.483739837398374
13875,54,14,4814.37,4,5,5,14,Champions,1,Active Regular,0.07181571815718157
13876,64,1,122.7,3,1,1,5,Lost,1,Active Regular,0.08536585365853659
13877,86,3,449.68,3,3,2,8,At Risk,1,Active Regular,0.11517615176151762
13878,55,4,2416.9,4,3,4,11,Loyal,1,Active Regular,0.07317073170731707
13879,646,1,395.5,1,1,2,4,Lost,0,Churned,0.8739837398373984
13880,21,17,4293.86,4,5,5,14,Champions,1,Active Regular,0.02710027100271003
13881,4,43,45179.1,5,5,5,15,Champions,2,High Value,0.0040650406504065045
13882,3,5,1191.13,5,4,3,12,Champions,1,Active Regular,0.0027100271002710027
13883,11,15,6560.02,5,5,5,15,Champions,1,Active Regular,0.013550135501355014
13884,7,10,1825.03,5,5,4,14,Champions,1,Active Regular,0.008130081300813009
13885,189,2,506.8,3,2,2,7,At Risk,1,Active Regular,0.25474254742547425
13886,71,1,243.56,3,1,1,5,Lost,1,Active Regular,0.0948509485094851
13887,204,1,349.55,2,1,2,5,Lost,1,Active Regular,0.2750677506775068
13888,120,7,2001.5900000000001,3,4,4,11,Loyal,1,Active Regular,0.16124661246612465
13889,93,6,1991.23,3,4,4,11,Loyal,1,Active Regular,0.12466124661246612
13890,1,14,2927.38,5,5,5,15,Champions,1,Active Regular,0.0
13891,378,3,859.21,2,3,3,8,At Risk,0,Churned,0.510840108401084
13892,27,6,1267.65,4,4,4,12,Champions,1,Active Regular,0.03523035230352303
13893,298,1,821.1,2,1,3,6,At Risk,0,Churned,0.4024390243902439
13894,24,3,564.62,4,3,2,9,Loyal,1,Active Regular,0.03116531165311653
13895,28,6,4008.52,4,4,5,13,Champions,1,Active Regular,0.036585365853658534
13896,626,1,388.55,1,1,2,4,Lost,0,Churned,0.8468834688346883
13897,50,3,1160.72,4,3,3,10,Loyal,1,Active Regular,0.06639566395663957
13898,326,2,686.4,2,2,3,7,At Risk,0,Churned,0.44037940379403795
13899,16,2,388.52,5,2,2,9,Loyal,1,Active Regular,0.02032520325203252
13900,183,6,1610.5900000000001,3,4,4,11,Loyal,1,Active Regular,0.24661246612466126
13901,72,15,5676.34,3,5,5,13,Champions,1,Active Regular,0.09620596205962059
13902,632,5,27065.66,1,4,5,10,Loyal,2,High Value,0.8550135501355014
13903,400,1,165.45000000000002,2,1,1,4,Lost,0,Churned,0.540650406504065
13904,37,2,332.64,4,2,2,8,At Risk,1,Active Regular,0.04878048780487805
13905,733,1,312.65,1,1,2,4,Lost,0,Churned,0.991869918699187
13906,409,1,42.0,2,1,1,4,Lost,0,Churned,0.5528455284552846
13907,692,1,136.8,1,1,1,3,Lost,0,Churned,0.9363143631436315
13908,80,4,2369.55,3,3,4,10,Loyal,1,Active Regular,0.1070460704607046
13909,423,2,282.85,1,2,1,4,Lost,0,Churned,0.5718157181571816
13911,57,20,4234.99,4,5,5,14,Champions,1,Active Regular,0.07588075880758807
13912,424,1,124.95,1,1,1,3,Lost,0,Churned,0.573170731707317
13913,507,1,42.22,1,1,1,3,Lost,0,Churned,0.6856368563685636
13914,12,2,626.45,5,2,3,10,Loyal,1,Active Regular,0.014905149051490514
13915,394,1,70.80000000000001,2,1,1,4,Lost,0,Churned,0.532520325203252
13916,464,4,1275.81,1,3,4,8,At Risk,0,Churned,0.6273712737127372
13917,50,2,272.04,4,2,1,7,At Risk,1,Active Regular,0.06639566395663957
13918,50,2,1212.8400000000001,4,2,3,9,Loyal,1,Active Regular,0.06639566395663957
13919,59,4,1360.68,4,3,4,11,Loyal,1,Active Regular,0.07859078590785908
13920,432,4,1774.68,1,3,4,8,At Risk,0,Churned,0.5840108401084011
13921,402,4,730.7,2,3,3,8,At Risk,0,Churned,0.5433604336043361
13922,352,3,865.2,2,3,3,8,At Risk,0,Churned,0.47560975609756095
13923,54,1,351.13,4,1,2,7,At Risk,1,Active Regular,0.07181571815718157
13924,2,6,1838.8500000000001,5,4,4,13,Champions,1,Active Regular,0.0013550135501355014
13925,93,4,678.25,3,3,3,9,Loyal,1,Active Regular,0.12466124661246612
13926,23,1,223.85000000000002,4,1,1,6,At Risk,1,Active Regular,0.02981029810298103
13927,75,2,708.26,3,2,3,8,At Risk,1,Active Regular,0.1002710027100271
13928,11,4,464.57,5,3,2,10,Loyal,1,Active Regular,0.013550135501355014
13929,169,11,3494.1,3,5,5,13,Champions,1,Active Regular,0.22764227642276422
13930,58,2,337.34,4,2,2,8,At Risk,1,Active Regular,0.07723577235772358
13931,96,11,5257.38,3,5,5,13,Champions,1,Active Regular,0.12872628726287264
13932,295,1,307.4,2,1,2,5,Lost,0,Churned,0.3983739837398374
13933,109,2,608.79,3,2,3,8,At Risk,1,Active Regular,0.14634146341463414
13934,264,1,922.1,2,1,3,6,At Risk,0,Churned,0.35636856368563685
13935,597,3,6116.92,1,3,5,9,Loyal,0,Churned,0.8075880758807588
13936,180,3,939.6600000000001,3,3,3,9,Loyal,1,Active Regular,0.24254742547425473
13937,169,2,880.13,3,2,3,8,At Risk,1,Active Regular,0.22764227642276422
13938,35,1,71.66,4,1,1,6,At Risk,1,Active Regular,0.04607046070460705
13939,23,7,1560.96,4,4,4,12,Champions,1,Active Regular,0.02981029810298103
13940,17,4,839.14,5,3,3,11,Loyal,1,Active Regular,0.02168021680216802
13941,22,15,10027.18,4,5,5,14,Champions,2,High Value,0.028455284552845527
13942,535,1,320.0,1,1,2,4,Lost,0,Churned,0.7235772357723578
13943,578,1,246.54000000000002,1,1,1,3,Lost,0,Churned,0.7818428184281843
13944,653,1,200.43,1,1,1,3,Lost,0,Churned,0.8834688346883469
13945,395,2,854.1500000000001,2,2,3,7,At Risk,0,Churned,0.5338753387533876
13946,79,6,1876.23,3,4,4,11,Loyal,1,Active Regular,0.10569105691056911
13947,65,1,90.60000000000001,3,1,1,5,Lost,1,Active Regular,0.08672086720867209
13948,361,4,548.76,2,3,2,7,At Risk,0,Churned,0.4878048780487805
13949,3,6,2427.32,5,4,4,13,Champions,1,Active Regular,0.0027100271002710027
13950,11,4,745.0600000000001,5,3,3,11,Loyal,1,Active Regular,0.013550135501355014
13951,176,3,674.45,3,3,3,9,Loyal,1,Active Regular,0.23712737127371275
13952,218,14,12823.521,2,5,5,12,Champions,2,High Value,0.2940379403794038
13953,7,12,6640.68,5,5,5,15,Champions,1,Active Regular,0.008130081300813009
13954,2,2,439.92,5,2,2,9,Loyal,1,Active Regular,0.0013550135501355014
13955,154,3,544.0699999999999,3,3,2,8,At Risk,1,Active Regular,0.2073170731707317
13956,5,5,1019.27,5,4,3,12,Champions,1,Active Regular,0.005420054200542005
13957,418,3,458.25,1,3,2,6,At Risk,0,Churned,0.5650406504065041
13958,380,8,4709.2300000000005,2,4,5,11,Loyal,0,Churned,0.513550135501355
13959,79,6,1064.77,3,4,3,10,Loyal,1,Active Regular,0.10569105691056911
13960,21,2,230.22,4,2,1,7,At Risk,1,Active Regular,0.02710027100271003
13961,392,1,538.4,2,1,2,5,Lost,0,Churned,0.5298102981029811
13962,22,3,362.8,4,3,2,9,Loyal,1,Active Regular,0.028455284552845527
13963,308,17,2860.57,2,5,4,11,Loyal,1,Active Regular,0.4159891598915989
13964,387,2,438.9,2,2,2,6,At Risk,0,Churned,0.5230352303523035
13965,477,3,996.61,1,3,3,7,At Risk,0,Churned,0.6449864498644986
13966,435,1,384.26,1,1,2,4,Lost,0,Churned,0.5880758807588076
13967,146,2,166.3,3,2,1,6,At Risk,1,Active Regular,0.19647696476964768
13968,423,1,123.66,1,1,1,3,Lost,0,Churned,0.5718157181571816
13969,7,35,12973.460000000001,5,5,5,15,Champions,2,High Value,0.008130081300813009
13970,386,2,846.55,2,2,3,7,At Risk,0,Churned,0.521680216802168
13971,19,14,4667.57,5,5,5,15,Champions,1,Active Regular,0.024390243902439025
13972,71,2,190.25,3,2,1,6,At Risk,1,Active Regular,0.0948509485094851
13973,287,1,264.7,2,1,1,4,Lost,0,Churned,0.3875338753387534
13974,49,2,677.72,4,2,3,9,Loyal,1,Active Regular,0.06504065040650407
13975,31,12,5256.4,4,5,5,14,Champions,1,Active Regular,0.04065040650406504
13976,207,4,1192.3600000000001,2,3,3,8,At Risk,1,Active Regular,0.2791327913279133
13977,411,1,519.8100000000001,1,1,2,4,Lost,0,Churned,0.5555555555555556
13978,15,2,196.79,5,2,1,8,At Risk,1,Active Regular,0.018970189701897018
13979,73,7,3379.93,3,4,5,12,Champions,1,Active Regular,0.0975609756097561
13980,60,5,768.8199999999999,3,4,3,10,Loyal,1,Active Regular,0.07994579945799458
13981,416,1,331.14,1,1,2,4,Lost,0,Churned,0.5623306233062331
13982,39,9,3954.29,4,5,5,14,Champions,1,Active Regular,0.051490514905149054
13983,30,21,6753.89,4,5,5,14,Champions,2,High Value,0.03929539295392954
13984,27,12,1893.8,4,5,4,13,Champions,1,Active Regular,0.03523035230352303
13985,4,22,10020.86,5,5,5,15,Champions,2,High Value,0.0040650406504065045
13986,17,1,320.46,5,1,2,8,At Risk,1,Active Regular,0.02168021680216802
13987,380,2,682.54,2,2,3,7,At Risk,0,Churned,0.513550135501355
13988,20,8,4757.8,4,4,5,13,Champions,1,Active Regular,0.025745257452574527
13989,66,5,2026.06,3,4,4,11,Loyal,1,Active Regular,0.08807588075880758
13990,213,1,311.3,2,1,2,5,Lost,1,Active Regular,0.2872628726287263
13991,12,6,852.88,5,4,3,12,Champions,1,Active Regular,0.014905149051490514
13992,30,3,219.5,4,3,1,8,At Risk,1,Active Regular,0.03929539295392954
13993,43,19,6775.71,4,5,5,14,Champions,1,Active Regular,0.056910569105691054
13994,4,6,2274.14,5,4,4,13,Champions,1,Active Regular,0.0040650406504065045
13995,15,14,3902.01,5,5,5,15,Champions,1,Active Regular,0.018970189701897018
13996,386,2,895.76,2,2,3,7,At Risk,0,Churned,0.521680216802168
13997,519,3,376.46,1,3,2,6,At Risk,0,Churned,0.7018970189701897
13998,447,3,566.7,1,3,2,6,At Risk,0,Churned,0.6043360433604336
13999,10,29,9502.26,5,5,5,15,Champions,2,High Value,0.012195121951219513
14000,211,5,2046.34,2,4,4,10,Loyal,1,Active Regular,0.2845528455284553
14001,46,9,4228.85,4,5,5,14,Champions,1,Active Regular,0.06097560975609756
14002,134,2,529.73,3,2,2,7,At Risk,1,Active Regular,0.1802168021680217
14003,733,1,209.41,1,1,1,3,Lost,0,Churned,0.991869918699187
14004,43,11,6258.45,4,5,5,14,Champions,1,Active Regular,0.056910569105691054
14005,10,5,2874.72,5,4,4,13,Champions,1,Active Regular,0.012195121951219513
14006,116,7,2196.67,3,4,4,11,Loyal,1,Active Regular,0.15582655826558264
14007,513,1,79.48,1,1,1,3,Lost,0,Churned,0.6937669376693767
14008,432,1,509.04,1,1,2,4,Lost,0,Churned,0.5840108401084011
14009,198,3,1099.91,2,3,3,8,At Risk,1,Active Regular,0.2669376693766938
14010,565,2,445.15,1,2,2,5,Lost,0,Churned,0.7642276422764228
14011,480,2,457.82,1,2,2,5,Lost,0,Churned,0.6490514905149052
14012,278,1,328.8,2,1,2,5,Lost,0,Churned,0.37533875338753386
14013,110,5,1084.57,3,4,3,10,Loyal,1,Active Regular,0.14769647696476965
14014,77,3,1948.21,3,3,4,10,Loyal,1,Active Regular,0.10298102981029811
14015,53,1,917.34,4,1,3,8,At Risk,1,Active Regular,0.07046070460704607
14016,162,11,11403.41,3,5,5,13,Champions,1,Active Regular,0.2181571815718157
14017,571,1,229.75,1,1,1,3,Lost,0,Churned,0.7723577235772358
14018,645,1,367.15,1,1,2,4,Lost,0,Churned,0.8726287262872628
14019,47,3,1421.6100000000001,4,3,4,11,Loyal,1,Active Regular,0.06233062330623306
14020,17,4,1249.01,5,3,4,12,Champions,1,Active Regular,0.02168021680216802
14021,155,7,1716.58,3,4,4,11,Loyal,1,Active Regular,0.2086720867208672
14022,225,2,792.15,2,2,3,7,At Risk,1,Active Regular,0.3035230352303523
14023,7,2,584.07,5,2,2,9,Loyal,1,Active Regular,0.008130081300813009
14024,122,3,645.74,3,3,3,9,Loyal,1,Active Regular,0.16395663956639567
14025,465,8,4057.9,1,4,5,10,Loyal,0,Churned,0.6287262872628726
14026,471,2,713.11,1,2,3,6,At Risk,0,Churned,0.6368563685636857
14027,61,1,104.82,3,1,1,5,Lost,1,Active Regular,0.08130081300813008
14028,550,3,10396.5,1,3,5,9,Loyal,0,Churned,0.7439024390243902
14029,63,2,467.66,3,2,2,7,At Risk,1,Active Regular,0.08401084010840108
14030,18,20,7521.8,5,5,5,15,Champions,2,High Value,0.023035230352303523
14031,7,44,39019.51,5,5,5,15,Champions,2,High Value,0.008130081300813009
14032,2,16,4546.41,5,5,5,15,Champions,1,Active Regular,0.0013550135501355014
14033,555,1,109.44,1,1,1,3,Lost,0,Churned,0.7506775067750677
14034,22,3,648.89,4,3,3,10,Loyal,1,Active Regular,0.028455284552845527
14035,29,9,2794.75,4,5,4,13,Champions,1,Active Regular,0.037940379403794036
14036,285,1,626.65,2,1,3,6,At Risk,0,Churned,0.38482384823848237
14037,176,6,836.95,3,4,3,10,Loyal,1,Active Regular,0.23712737127371275
14038,78,5,3069.88,3,4,5,12,Champions,1,Active Regular,0.1043360433604336
14039,33,2,267.28000000000003,4,2,1,7,At Risk,1,Active Regular,0.04336043360433604
14040,41,35,12523.81,4,5,5,14,Champions,2,High Value,0.05420054200542006
14041,266,1,141.41,2,1,1,4,Lost,0,Churned,0.35907859078590787
14042,725,1,431.98,1,1,2,4,Lost,0,Churned,0.981029810298103
14043,491,2,302.59999999999997,1,2,2,5,Lost,0,Churned,0.6639566395663956
14044,27,10,3077.7,4,5,5,14,Champions,1,Active Regular,0.03523035230352303
14045,109,16,10986.63,3,5,5,13,Champions,2,High Value,0.14634146341463414
14046,284,1,154.99,2,1,1,4,Lost,0,Churned,0.38346883468834686
14047,9,14,3968.11,5,5,5,15,Champions,1,Active Regular,0.01084010840108401
14048,305,3,748.69,2,3,3,8,At Risk,0,Churned,0.41192411924119243
14049,17,13,13023.4,5,5,5,15,Champions,2,High Value,0.02168021680216802
14050,32,2,746.36,4,2,3,9,Loyal,1,Active Regular,0.04200542005420054
14051,1,37,21770.98,5,5,5,15,Champions,2,High Value,0.0
14052,20,2,466.66,4,2,2,8,At Risk,1,Active Regular,0.025745257452574527
14053,124,4,572.3,3,3,2,8,At Risk,1,Active Regular,0.16666666666666666
14054,65,1,92.46000000000001,3,1,1,5,Lost,1,Active Regular,0.08672086720867209
14055,106,3,1520.96,3,3,4,10,Loyal,1,Active Regular,0.14227642276422764
14056,1,23,8152.71,5,5,5,15,Champions,2,High Value,0.0
14057,24,22,8346.66,4,5,5,14,Champions,2,High Value,0.03116531165311653
14058,463,2,469.19,1,2,2,5,Lost,0,Churned,0.6260162601626016
14059,267,1,183.6,2,1,1,4,Lost,0,Churned,0.3604336043360434
14060,5,30,8898.24,5,5,5,15,Champions,2,High Value,0.005420054200542005
14061,507,3,917.4300000000001,1,3,3,7,At Risk,0,Churned,0.6856368563685636
14062,10,24,25585.65,5,5,5,15,Champions,2,High Value,0.012195121951219513
14063,438,9,22710.2,1,5,5,11,Loyal,2,High Value,0.592140921409214
14064,29,15,3260.2400000000002,4,5,5,14,Champions,1,Active Regular,0.037940379403794036
14065,389,3,891.02,2,3,3,8,At Risk,0,Churned,0.5257452574525745
14066,267,1,152.55,2,1,1,4,Lost,0,Churned,0.3604336043360434
14067,64,2,374.7,3,2,2,7,At Risk,1,Active Regular,0.08536585365853659
14068,320,4,1516.72,2,3,4,9,Loyal,0,Churned,0.43224932249322495
14069,515,2,225.81,1,2,1,4,Lost,0,Churned,0.6964769647696477
14070,685,1,321.6,1,1,2,4,Lost,0,Churned,0.926829268292683
14071,4,8,1437.57,5,4,4,13,Champions,1,Active Regular,0.0040650406504065045
14072,667,1,390.85,1,1,2,4,Lost,0,Churned,0.9024390243902439
14073,32,1,151.04,4,1,1,6,At Risk,1,Active Regular,0.04200542005420054
14074,623,1,219.4,1,1,1,3,Lost,0,Churned,0.8428184281842819
14075,5,6,1734.87,5,4,4,13,Champions,1,Active Regular,0.005420054200542005
14076,129,1,118.67,3,1,1,5,Lost,1,Active Regular,0.17344173441734417
14077,41,6,615.08,4,4,3,11,Loyal,1,Active Regular,0.05420054200542006
14078,102,9,1553.47,3,5,4,12,Champions,1,Active Regular,0.13685636856368563
14079,125,2,618.73,3,2,3,8,At Risk,1,Active Regular,0.16802168021680217
14080,33,5,1115.68,4,4,3,11,Loyal,1,Active Regular,0.04336043360433604
14081,302,10,4867.57,2,5,5,12,Champions,1,Active Regular,0.4078590785907859
14082,365,2,413.36,2,2,2,6,At Risk,0,Churned,0.4932249322493225
14083,4,11,1082.19,5,5,3,13,Champions,1,Active Regular,0.0040650406504065045
14084,512,1,150.5,1,1,1,3,Lost,0,Churned,0.6924119241192412
14085,2,33,9720.67,5,5,5,15,Champions,2,High Value,0.0013550135501355014
14086,463,1,39.95,1,1,1,3,Lost,0,Churned,0.6260162601626016
14087,3,3,829.47,5,3,3,11,Loyal,1,Active Regular,0.0027100271002710027
14088,10,16,64036.8,5,5,5,15,Champions,2,High Value,0.012195121951219513
14089,57,1,158.75,4,1,1,6,At Risk,1,Active Regular,0.07588075880758807
14090,325,1,76.32000000000001,2,1,1,4,Lost,0,Churned,0.43902439024390244
14091,654,2,9530.08,1,2,5,8,At Risk,0,Churned,0.8848238482384824
14092,8,24,7229.45,5,5,5,15,Champions,2,High Value,0.009485094850948509
14093,12,1,433.86,5,1,2,8,At Risk,1,Active Regular,0.014905149051490514
14094,440,1,311.77,1,1,2,4,Lost,0,Churned,0.5948509485094851
14095,723,1,2.95,1,1,1,3,Lost,0,Churned,0.978319783197832
14096,4,17,65164.79,5,5,5,15,Champions,2,High Value,0.0040650406504065045
14097,481,2,422.86,1,2,2,5,Lost,0,Churned,0.6504065040650406
14098,37,1,147.35,4,1,1,6,At Risk,1,Active Regular,0.04878048780487805
14099,16,20,5750.91,5,5,5,15,Champions,1,Active Regular,0.02032520325203252
14100,138,1,191.95,3,1,1,5,Lost,1,Active Regular,0.1856368563685637
14101,74,13,9961.93,3,5,5,13,Champions,1,Active Regular,0.0989159891598916
14102,5,5,1105.8799999999999,5,4,3,12,Champions,1,Active Regular,0.005420054200542005
14104,155,5,743.53,3,4,3,10,Loyal,1,Active Regular,0.2086720867208672
14105,239,5,5988.83,2,4,5,11,Loyal,1,Active Regular,0.3224932249322493
14106,737,1,214.8,1,1,1,3,Lost,0,Churned,0.997289972899729
14107,52,11,4877.3,4,5,5,14,Champions,1,Active Regular,0.06910569105691057
14108,31,4,1044.96,4,3,3,10,Loyal,1,Active Regular,0.04065040650406504
14109,73,1,144.2,3,1,1,5,Lost,1,Active Regular,0.0975609756097561
14110,4,33,12987.95,5,5,5,15,Champions,2,High Value,0.0040650406504065045
14111,14,4,692.85,5,3,3,11,Loyal,1,Active Regular,0.017615176151761516
14112,23,13,5834.59,4,5,5,14,Champions,1,Active Regular,0.02981029810298103
14113,4,16,7092.610000000001,5,5,5,15,Champions,1,Active Regular,0.0040650406504065045
14114,274,7,1364.09,2,4,4,10,Loyal,1,Active Regular,0.3699186991869919
14115,502,2,622.67,1,2,3,6,At Risk,0,Churned,0.6788617886178862
14116,20,5,1382.74,4,4,4,12,Champions,1,Active Regular,0.025745257452574527
14117,144,1,90.0,3,1,1,5,Lost,1,Active Regular,0.1937669376693767
14118,429,1,458.45,1,1,2,4,Lost,0,Churned,0.5799457994579946
14119,376,2,183.37,2,2,1,5,Lost,0,Churned,0.508130081300813
14121,4,4,2780.15,5,3,4,12,Champions,1,Active Regular,0.0040650406504065045
14122,406,3,362.42,2,3,2,7,At Risk,0,Churned,0.5487804878048781
14123,733,1,436.18,1,1,2,4,Lost,0,Churned,0.991869918699187
14124,84,1,419.58,3,1,2,6,At Risk,1,Active Regular,0.11246612466124661
14125,11,3,2720.63,5,3,4,12,Champions,1,Active Regular,0.013550135501355014
14126,8,4,1172.46,5,3,3,11,Loyal,1,Active Regular,0.009485094850948509
14127,123,6,1900.0800000000002,3,4,4,11,Loyal,1,Active Regular,0.16531165311653118
14128,61,3,924.21,3,3,3,9,Loyal,1,Active Regular,0.08130081300813008
14129,2,9,2591.34,5,5,4,14,Champions,1,Active Regular,0.0013550135501355014
14130,319,4,1858.77,2,3,4,9,Loyal,0,Churned,0.43089430894308944
14131,649,1,168.22,1,1,1,3,Lost,0,Churned,0.8780487804878049
14132,2,11,3586.03,5,5,5,15,Champions,1,Active Regular,0.0013550135501355014
14133,130,4,911.14,3,3,3,9,Loyal,1,Active Regular,0.17479674796747968
14134,383,15,11123.35,2,5,5,12,Champions,2,High Value,0.5176151761517616
14135,2,24,8839.67,5,5,5,15,Champions,2,High Value,0.0013550135501355014
14136,401,5,1570.81,2,4,4,10,Loyal,0,Churned,0.5420054200542005
14137,696,1,332.7,1,1,2,4,Lost,0,Churned,0.9417344173441734
14138,2,2,965.88,5,2,3,10,Loyal,1,Active Regular,0.0013550135501355014
14139,46,4,1086.8,4,3,3,10,Loyal,1,Active Regular,0.06097560975609756
14140,4,2,935.05,5,2,3,10,Loyal,1,Active Regular,0.0040650406504065045
14141,3,4,915.13,5,3,3,11,Loyal,1,Active Regular,0.0027100271002710027
14142,373,2,671.34,2,2,3,7,At Risk,0,Churned,0.5040650406504065
14143,134,1,115.8,3,1,1,5,Lost,1,Active Regular,0.1802168021680217
14144,486,1,30.6,1,1,1,3,Lost,0,Churned,0.6571815718157181
14145,47,7,7600.05,4,4,5,13,Champions,1,Active Regular,0.06233062330623306
14146,9,12,9450.3,5,5,5,15,Champions,1,Active Regular,0.01084010840108401
14147,78,9,2590.2,3,5,4,12,Champions,1,Active Regular,0.1043360433604336
14148,234,2,466.29,2,2,2,6,At Risk,1,Active Regular,0.3157181571815718
14149,221,1,446.62,2,1,2,5,Lost,1,Active Regular,0.2981029810298103
14150,36,2,658.64,4,2,3,9,Loyal,1,Active Regular,0.04742547425474255
14151,673,2,679.45,1,2,3,6,At Risk,0,Churned,0.9105691056910569
14152,75,7,1997.3400000000001,3,4,4,11,Loyal,1,Active Regular,0.1002710027100271
14153,483,1,233.39999999999998,1,1,1,3,Lost,0,Churned,0.6531165311653117
14154,239,8,6460.7,2,4,5,11,Loyal,1,Active Regular,0.3224932249322493
14155,266,1,118.75,2,1,1,4,Lost,0,Churned,0.35907859078590787
14156,10,156,313437.62,5,5,5,15,Champions,2,High Value,0.012195121951219513
14157,20,5,978.69,4,4,3,11,Loyal,1,Active Regular,0.025745257452574527
14158,40,1,507.65999999999997,4,1,2,7,At Risk,1,Active Regular,0.052845528455284556
14159,20,20,7860.8,4,5,5,14,Champions,2,High Value,0.025745257452574527
14160,610,7,8421.47,1,4,5,10,Loyal,0,Churned,0.8252032520325203
14161,216,7,2996.93,2,4,5,11,Loyal,1,Active Regular,0.29132791327913277
14162,174,2,289.36,3,2,2,7,At Risk,1,Active Regular,0.23441734417344173
14163,87,5,2594.62,3,4,4,11,Loyal,1,Active Regular,0.11653116531165311
14164,71,2,1631.77,3,2,4,9,Loyal,1,Active Regular,0.0948509485094851
14165,276,1,120.44,2,1,1,4,Lost,0,Churned,0.37262872628726285
14166,505,2,251.15,1,2,1,4,Lost,0,Churned,0.6829268292682927
14167,39,8,1274.29,4,4,4,12,Champions,1,Active Regular,0.051490514905149054
14168,421,2,370.45,1,2,2,5,Lost,0,Churned,0.5691056910569106
14169,431,2,621.51,1,2,3,6,At Risk,0,Churned,0.5826558265582655
14170,375,3,570.18,2,3,2,7,At Risk,0,Churned,0.5067750677506775
14171,98,2,498.79,3,2,2,7,At Risk,1,Active Regular,0.13143631436314362
14172,605,3,369.02,1,3,2,6,At Risk,0,Churned,0.8184281842818428
14173,11,6,586.0,5,4,2,11,Loyal,1,Active Regular,0.013550135501355014
14174,33,1,134.46,4,1,1,6,At Risk,1,Active Regular,0.04336043360433604
14175,60,8,7678.88,3,4,5,12,Champions,1,Active Regular,0.07994579945799458
14176,297,5,756.46,2,4,3,9,Loyal,0,Churned,0.4010840108401084
